EXP_ID,Stage,Condition,Area,Circ.,AR,Round,Solidity
Batch1,DIV3,Control,82.721,0.853,1.436,0.696,0.92
Batch1,DIV3,Control,96.508,0.744,2.191,0.456,0.915
Batch1,DIV3,Control,88.236,0.77,2.04,0.49,0.901
Batch1,DIV3,Control,40.671,1,1.09,0.917,0.929
Batch1,DIV3,Control,76.517,0.798,1.979,0.505,0.906
Batch1,DIV3,Control,74.449,0.938,1.202,0.832,0.915
Batch1,DIV3,Control,87.546,0.903,1.434,0.697,0.92
Batch1,DIV3,Control,86.857,0.862,1.517,0.659,0.91
Batch1,DIV3,Control,93.061,0.559,3.318,0.301,0.828
Batch1,DIV3,Control,79.964,0.92,1.065,0.939,0.924
Batch1,DIV3,Control,84.789,0.759,1.528,0.655,0.851
Batch1,DIV3,Control,95.129,0.64,2.577,0.388,0.854
Batch1,DIV3,Control,84.789,0.801,2.039,0.491,0.898
Batch1,DIV3,Control,99.265,0.815,1.763,0.567,0.9
Batch1,DIV3,Control,86.168,0.733,2.171,0.461,0.874
Batch1,DIV3,Control,139.247,0.804,1.309,0.764,0.871
Batch1,DIV3,Control,92.372,0.882,1.59,0.629,0.908
Batch1,DIV3,Control,80.653,0.891,1.409,0.71,0.921
Batch1,DIV3,Control,77.896,0.912,1.405,0.712,0.938
Batch1,DIV3,Control,137.868,0.755,1.161,0.861,0.879
Batch1,DIV3,Control,78.585,0.811,1.813,0.551,0.912
Batch1,DIV3,Control,70.313,0.926,1.365,0.733,0.923
Batch1,DIV3,Control,78.585,0.797,2.053,0.487,0.942
Batch1,DIV3,Control,130.975,0.821,1.685,0.593,0.896
Batch1,DIV3,Control,46.875,0.803,1.79,0.559,0.845
Batch1,DIV3,Control,82.721,0.843,1.726,0.579,0.902
Batch1,DIV3,Control,138.558,0.578,1.958,0.511,0.794
Batch1,DIV3,Control,27.574,0.953,1.523,0.657,0.899
Batch1,DIV3,Control,41.361,1,1.095,0.913,0.93
Batch1,DIV3,Control,84.1,0.945,1.173,0.853,0.914
Batch1,DIV3,Control,81.342,0.853,1.626,0.615,0.894
Batch1,DIV3,Control,80.653,0.88,1.445,0.692,0.903
Batch1,DIV3,Control,83.41,0.814,1.853,0.54,0.92
Batch1,DIV3,Control,70.313,0.87,1.666,0.6,0.927
Batch1,DIV3,Control,89.614,0.718,2.291,0.436,0.89
Batch1,DIV3,Control,84.789,0.889,1.24,0.807,0.895
Batch1,DIV3,Control,71.692,0.915,1.194,0.838,0.916
Batch1,DIV3,Control,85.478,0.955,1.173,0.852,0.954
Batch1,DIV3,Control,66.866,0.892,1.049,0.954,0.928
Batch1,DIV3,Control,68.934,0.896,1.215,0.823,0.881
Batch1,DIV3,Control,76.517,0.866,1.475,0.678,0.945
Batch1,DIV3,Control,45.497,0.913,1.301,0.768,0.93
Batch1,DIV3,Control,42.05,0.799,2.183,0.458,0.931
Batch1,DIV3,Control,71.692,0.85,1.673,0.598,0.924
Batch1,DIV3,Control,62.041,0.976,1.176,0.85,0.909
Batch1,DIV3,Control,137.179,0.886,1.486,0.673,0.93
Batch1,DIV3,Control,53.769,0.949,1.157,0.865,0.94
Batch1,DIV3,Control,77.206,0.787,1.767,0.566,0.885
Batch1,DIV3,Control,66.866,0.807,1.888,0.53,0.878
Batch1,DIV3,Control,62.041,0.943,1.34,0.746,0.918
Batch1,DIV3,Control,80.653,0.758,2.076,0.482,0.886
Batch1,DIV3,Control,78.585,0.719,2.328,0.43,0.894
Batch1,DIV3,Control,108.227,0.78,1.758,0.569,0.89
Batch1,DIV3,Control,66.866,0.807,2.018,0.496,0.89
Batch1,DIV3,Control,53.079,0.993,1.038,0.964,0.922
Batch1,DIV3,Control,75.138,0.865,1.281,0.781,0.932
Batch1,DIV3,Control,99.955,0.763,1.843,0.543,0.89
Batch1,DIV3,Control,62.041,0.9,1.379,0.725,0.882
Batch1,DIV3,Control,66.866,0.951,1.228,0.815,0.924
Batch1,DIV3,Control,66.177,0.699,2.735,0.366,0.906
Batch1,DIV3,Control,115.12,0.697,2.384,0.419,0.868
Batch1,DIV3,Control,75.138,0.88,1.479,0.676,0.908
Batch1,DIV3,Control,39.292,1,1.037,0.965,0.95
Batch1,DIV3,Control,75.828,0.744,2.054,0.487,0.88
Batch1,DIV3,Control,84.789,0.864,1.371,0.729,0.901
Batch1,DIV3,Control,90.993,0.892,1.712,0.584,0.917
Batch1,DIV3,Control,88.236,0.936,1.155,0.866,0.928
Batch1,DIV3,Control,81.342,0.807,1.99,0.503,0.911
Batch1,DIV3,Control,95.819,0.836,1.694,0.59,0.906
Batch1,DIV3,Control,75.828,0.786,1.935,0.517,0.876
Batch1,DIV3,Control,76.517,0.855,1.507,0.664,0.917
Batch1,DIV3,Control,79.274,0.841,1.746,0.573,0.913
Batch1,DIV3,Control,74.449,0.898,1.254,0.797,0.9
Batch1,DIV3,Control,64.109,0.975,1.08,0.926,0.925
Batch1,DIV3,Control,46.875,0.911,1.245,0.804,0.895
Batch1,DIV3,Control,82.721,0.843,1.553,0.644,0.892
Batch1,DIV3,Control,80.653,0.712,2.24,0.446,0.87
Batch1,DIV3,Control,70.313,0.897,1.229,0.814,0.923
Batch1,DIV3,Control,88.925,0.749,2.296,0.436,0.899
Batch1,DIV3,Control,76.517,0.935,1.395,0.717,0.933
Batch1,DIV3,Control,75.828,0.926,1.115,0.896,0.917
Batch1,DIV3,Control,86.168,0.801,1.943,0.515,0.916
Batch1,DIV3,Control,84.1,0.929,1.383,0.723,0.928
Batch1,DIV3,Control,73.76,0.712,2.069,0.483,0.853
Batch1,DIV3,Control,73.76,0.864,1.086,0.921,0.899
Batch1,DIV3,Control,79.274,0.901,1.537,0.65,0.92
Batch1,DIV3,Control,136.49,0.681,1.348,0.742,0.85
Batch1,DIV3,Control,107.537,0.813,1.778,0.563,0.902
Batch1,DIV3,Control,69.624,0.792,1.858,0.538,0.882
Batch1,DIV3,Control,73.07,0.92,1.247,0.802,0.91
Batch1,DIV3,Control,90.304,0.839,1.652,0.605,0.919
Batch1,DIV3,Control,93.751,0.806,1.827,0.547,0.91
Batch1,DIV3,Control,27.574,0.845,1.144,0.874,0.833
Batch1,DIV3,Control,62.73,0.892,1.388,0.72,0.905
Batch1,DIV3,Control,76.517,0.881,1.526,0.655,0.925
Batch1,DIV3,Control,73.07,0.866,1.609,0.621,0.914
Batch1,DIV3,Control,126.839,0.865,1.455,0.687,0.925
Batch1,DIV3,Control,73.76,0.929,1.305,0.766,0.907
Batch1,DIV3,Control,80.653,0.832,1.823,0.549,0.914
Batch1,DIV3,Control,77.896,0.826,1.84,0.544,0.915
Batch1,DIV3,Control,73.76,0.958,1.144,0.874,0.922
Batch1,DIV3,Control,84.789,0.899,1.394,0.717,0.921
Batch1,DIV3,Control,75.828,0.862,1.112,0.899,0.913
Batch1,DIV3,Control,93.061,0.865,1.668,0.599,0.925
Batch1,DIV3,Control,74.449,0.872,1.415,0.706,0.911
Batch1,DIV3,Control,93.061,0.888,1.353,0.739,0.906
Batch1,DIV3,Control,77.896,0.85,1.839,0.544,0.919
Batch1,DIV3,Control,73.76,0.958,1.177,0.85,0.911
Batch1,DIV3,Control,91.682,0.871,1.632,0.613,0.937
Batch1,DIV3,Control,68.934,0.907,1.255,0.797,0.913
Batch1,DIV3,Control,76.517,0.952,1.215,0.823,0.917
Batch1,DIV3,Control,97.887,0.641,2.922,0.342,0.896
Batch1,DIV3,Control,77.206,0.904,1.536,0.651,0.918
Batch1,DIV3,Control,84.789,0.748,2.268,0.441,0.904
Batch1,DIV3,Control,64.798,0.985,1.312,0.762,0.931
Batch1,DIV3,Control,82.032,0.823,1.776,0.563,0.922
Batch1,DIV3,Control,79.274,0.786,1.906,0.525,0.891
Batch1,DIV3,Control,72.381,0.755,1.844,0.542,0.894
Batch1,DIV3,Control,68.245,0.745,1.984,0.504,0.904
Batch1,DIV3,Control,63.419,0.92,1.436,0.696,0.906
Batch1,DIV3,Control,66.866,0.698,2.553,0.392,0.882
Batch1,DIV3,Control,67.556,0.889,1.32,0.758,0.907
Batch1,DIV3,Control,63.419,0.862,1.611,0.621,0.893
Batch1,DIV3,Control,75.138,0.797,2.069,0.483,0.901
Batch1,DIV3,Control,75.828,0.926,1.069,0.936,0.913
Batch1,DIV3,Control,72.381,0.858,1.614,0.62,0.913
Batch1,DIV3,Control,72.381,0.79,1.816,0.551,0.909
Batch1,DIV3,Control,75.138,0.757,2.066,0.484,0.872
Batch1,DIV3,Control,62.73,0.892,1.402,0.713,0.919
Batch1,DIV3,Control,66.866,0.783,2.036,0.491,0.882
Batch1,DIV3,Control,82.721,0.821,1.812,0.552,0.913
Batch1,DIV3,Control,76.517,0.613,2.865,0.349,0.81
Batch1,DIV3,Control,57.215,0.87,1.427,0.701,0.892
Batch1,DIV3,Control,74.449,0.747,2.095,0.477,0.915
Batch1,DIV3,Control,72.381,0.813,1.848,0.541,0.894
Batch1,DIV3,Control,78.585,0.73,1.817,0.55,0.864
Batch1,DIV3,Control,36.535,0.957,1.02,0.98,0.876
Batch1,DIV3,Control,70.313,0.717,2.237,0.447,0.887
Batch1,DIV3,Control,35.156,1,1.055,0.947,0.911
Batch1,DIV3,Control,78.585,0.75,2.215,0.452,0.887
Batch1,DIV3,Control,64.798,0.707,2.492,0.401,0.891
Batch1,DIV3,Control,78.585,0.788,1.732,0.577,0.894
Batch1,DIV3,Control,66.866,0.921,1.25,0.8,0.933
Batch1,DIV3,Control,36.535,1,1.055,0.948,0.93
Batch1,DIV3,Control,42.05,0.992,1.172,0.853,0.91
Batch1,DIV3,Control,77.206,0.943,1.007,0.993,0.922
Batch1,DIV3,Control,79.274,0.841,1.239,0.807,0.891
Batch1,DIV3,Control,67.556,0.851,1.688,0.592,0.907
Batch1,DIV3,Control,84.1,0.674,2.662,0.376,0.891
Batch1,DIV3,Control,67.556,0.918,1.281,0.781,0.916
Batch1,DIV3,Control,82.032,0.814,1.854,0.539,0.915
Batch1,DIV3,Control,99.265,0.867,1.458,0.686,0.909
Batch1,DIV3,Control,93.061,0.658,2.735,0.366,0.868
Batch1,DIV3,Control,92.372,0.806,1.855,0.539,0.905
Batch1,DIV3,Control,50.322,0.849,1.601,0.625,0.869
Batch1,DIV3,Control,88.925,0.917,1.475,0.678,0.931
Batch1,DIV3,Control,84.1,0.633,2.976,0.336,0.914
Batch1,DIV3,Control,71.692,0.825,1.84,0.543,0.904
Batch1,DIV3,Control,37.224,1,1.033,0.968,0.931
Batch1,DIV3,Control,137.179,0.898,1.156,0.865,0.919
Batch1,DIV3,Control,75.828,0.926,1.278,0.782,0.924
Batch1,DIV3,Control,77.206,0.775,2.008,0.498,0.903
Batch1,DIV3,Control,80.653,0.906,1.044,0.958,0.89
Batch1,DIV3,Control,57.905,0.957,1.218,0.821,0.903
Batch1,DIV3,Control,85.478,0.838,1.897,0.527,0.908
Batch1,DIV3,Control,79.964,0.936,1.383,0.723,0.917
Batch1,DIV3,Control,85.478,0.848,1.647,0.607,0.899
Batch1,DIV3,Control,43.429,1,1.053,0.95,0.894
Batch1,DIV3,Control,84.789,0.899,1.406,0.711,0.921
Batch1,DIV3,Control,38.603,1,1.148,0.871,0.949
Batch1,DIV3,Control,94.44,0.776,1.9,0.526,0.89
Batch1,DIV3,Control,81.342,0.816,2.008,0.498,0.929
Batch1,DIV3,Control,111.673,0.797,1.729,0.578,0.885
Batch1,DIV3,Control,74.449,0.872,1.478,0.677,0.9
Batch1,DIV3,Control,84.789,0.864,1.53,0.654,0.911
Batch1,DIV3,Control,68.245,0.898,1.455,0.687,0.908
Batch1,DIV3,Control,78.585,0.883,1.287,0.777,0.894
Batch1,DIV3,Control,35.156,0.921,1.382,0.723,0.879
Batch1,DIV3,Control,31.71,0.815,1.791,0.558,0.844
Batch1,DIV3,Control,77.896,0.721,2.455,0.407,0.908
Batch1,DIV3,Control,71.692,0.876,1.509,0.663,0.912
Batch1,DIV3,Control,92.372,0.759,1.775,0.563,0.882
Batch1,DIV3,Control,101.333,0.738,2.265,0.441,0.91
Batch1,DIV3,Control,78.585,0.893,1.607,0.622,0.927
Batch1,DIV3,Control,79.964,0.909,1.327,0.754,0.917
Batch1,DIV3,Control,32.399,1,1.147,0.872,0.931
Batch1,DIV3,Control,119.256,0.946,1.244,0.804,0.928
Batch1,DIV3,Control,91.682,0.598,3.197,0.313,0.847
Batch1,DIV3,Control,100.644,0.75,2.112,0.473,0.898
Batch1,DIV3,Control,82.032,0.87,1.475,0.678,0.912
Batch1,DIV3,Control,81.342,0.785,1.917,0.522,0.911
Batch1,DIV3,Control,48.254,0.991,1.175,0.851,0.927
Batch1,DIV3,Control,82.721,0.843,1.673,0.598,0.909
Batch1,DIV3,Control,68.934,0.761,1.955,0.512,0.881
Batch1,DIV3,Control,51.701,0.946,1.175,0.851,0.926
Batch1,DIV3,Control,95.129,0.67,2.665,0.375,0.896
Batch1,DIV3,Control,30.331,0.904,1.431,0.699,0.917
Batch1,DIV3,Control,39.292,0.853,1.769,0.565,0.898
Batch1,DIV3,Control,88.925,0.827,1.939,0.516,0.915
Batch1,DIV3,Control,75.828,0.804,1.842,0.543,0.913
Batch1,DIV3,Control,53.079,0.972,1.111,0.9,0.939
Batch1,DIV3,Control,93.061,0.621,2.903,0.345,0.863
Batch1,DIV3,Control,95.819,0.768,1.751,0.571,0.888
Batch1,DIV3,Control,86.168,0.914,1.267,0.789,0.916
Batch1,DIV3,Control,98.576,0.916,1.151,0.869,0.917
Batch1,DIV3,Control,77.206,0.927,1.199,0.834,0.949
Batch1,DIV3,Control,90.993,0.626,3.009,0.332,0.895
Batch1,DIV3,Control,92.372,0.698,2.331,0.429,0.876
Batch1,DIV3,Control,124.082,0.938,1.377,0.726,0.938
Batch1,DIV3,Control,77.896,0.94,1.226,0.815,0.908
Batch1,DIV3,Control,84.1,0.918,1.25,0.8,0.914
Batch1,DIV3,Control,54.458,0.982,1.179,0.848,0.919
Batch1,DIV3,Control,87.546,0.918,1.335,0.749,0.91
Batch1,DIV3,Control,80.653,0.944,1.261,0.793,0.914
Batch1,DIV3,Control,77.206,0.631,3.024,0.331,0.892
Batch1,DIV3,Control,82.032,0.792,1.907,0.524,0.902
Batch1,DIV3,Control,77.896,0.836,1.771,0.565,0.915
Batch1,DIV3,Control,66.177,0.887,1.506,0.664,0.889
Batch1,DIV3,Control,78.585,0.868,1.498,0.668,0.919
Batch1,DIV3,Control,37.224,0.916,1.124,0.89,0.864
Batch1,DIV3,Control,73.07,0.841,1.281,0.781,0.93
Batch1,DIV3,Control,25.506,0.948,1.322,0.756,0.914
Batch1,DIV3,Control,53.769,0.889,1.474,0.678,0.907
Batch1,DIV3,Control,86.857,0.574,2.245,0.446,0.78
Batch1,DIV3,Control,57.215,0.777,2.015,0.496,0.878
Batch1,DIV3,Control,59.973,0.779,1.723,0.58,0.883
Batch1,DIV3,Control,37.914,0.858,1.114,0.898,0.859
Batch1,DIV3,Control,123.392,0.71,2.038,0.491,0.88
Batch1,DIV3,Control,35.846,0.898,1.57,0.637,0.881
Batch1,DIV3,Control,53.769,0.79,1.925,0.519,0.881
Batch1,DIV3,Control,56.526,0.679,2.83,0.353,0.921
Batch1,DIV3,Control,122.014,0.726,1.709,0.585,0.849
Batch1,DIV3,Control,64.798,0.728,2.438,0.41,0.874
Batch1,DIV3,Control,71.002,0.894,1.256,0.796,0.9
Batch1,DIV3,Control,65.487,0.767,1.931,0.518,0.876
Batch1,DIV3,Control,98.576,0.79,1.133,0.882,0.885
Batch1,DIV3,Control,59.283,0.966,1.17,0.855,0.901
Batch1,DIV3,Control,65.487,0.836,1.031,0.97,0.884
Batch1,DIV3,Control,55.147,0.925,1.125,0.889,0.914
Batch1,DIV3,Control,31.71,0.992,1.124,0.89,0.92
Batch1,DIV3,Control,59.283,0.86,1.175,0.851,0.873
Batch1,DIV3,Control,57.905,0.813,1.944,0.514,0.894
Batch1,DIV3,Control,74.449,0.727,2.263,0.442,0.911
Batch1,DIV3,Control,77.206,0.853,1.687,0.593,0.911
Batch1,DIV3,Control,62.041,0.9,1.456,0.687,0.9
Batch1,DIV3,Control,73.07,0.831,1.876,0.533,0.906
Batch1,DIV3,Control,53.769,0.78,1.932,0.518,0.872
Batch1,DIV3,Control,68.245,0.799,1.917,0.522,0.892
Batch1,DIV3,Control,58.594,0.968,1.143,0.875,0.914
Batch1,DIV3,Control,68.934,0.896,1.112,0.899,0.889
Batch1,DIV3,Control,63.419,0.902,1.458,0.686,0.92
Batch1,DIV3,Control,40.671,0.849,1.276,0.783,0.922
Batch1,DIV3,Control,76.517,0.812,1.306,0.766,0.895
Batch1,DIV3,Control,35.156,0.829,1.671,0.598,0.872
Batch1,DIV3,Control,72.381,0.777,2.067,0.484,0.886
Batch1,DIV3,Control,71.002,0.894,1.573,0.636,0.916
Batch1,DIV3,Control,32.399,0.812,1.817,0.55,0.87
Batch1,DIV3,Control,74.449,0.938,1.428,0.701,0.927
Batch1,DIV3,Control,74.449,0.624,2.693,0.371,0.85
Batch1,DIV3,Control,75.138,0.797,1.826,0.548,0.901
Batch1,DIV3,Control,69.624,0.905,1.052,0.951,0.898
Batch1,DIV3,Control,72.381,0.884,1.546,0.647,0.913
Batch1,DIV3,Control,79.274,0.841,1.749,0.572,0.913
Batch1,DIV3,Control,79.964,0.724,2.23,0.449,0.872
Batch1,DIV3,Control,80.653,0.809,1.746,0.573,0.911
Batch1,DIV3,Control,139.247,0.701,2.221,0.45,0.878
Batch1,DIV3,Control,132.354,0.53,3.06,0.327,0.831
Batch1,DIV3,Control,70.313,0.859,1.448,0.69,0.915
Batch1,DIV3,Control,77.896,0.981,1.194,0.837,0.93
Batch1,DIV3,Control,80.653,0.917,1.455,0.687,0.925
Batch1,DIV3,Control,88.236,0.751,2.139,0.467,0.908
Batch1,DIV3,Control,76.517,0.845,1.543,0.648,0.884
Batch1,DIV3,Control,70.313,0.897,1.319,0.758,0.919
Batch1,DIV3,Control,76.517,0.896,1.396,0.717,0.902
Batch1,DIV3,Control,73.76,0.971,1.088,0.919,0.926
Batch1,DIV3,Control,83.41,0.796,1.838,0.544,0.896
Batch1,DIV3,Control,87.546,0.845,1.958,0.511,0.927
Batch1,DIV3,Control,79.274,0.808,1.996,0.501,0.898
Batch1,DIV3,Control,73.07,0.949,1.254,0.797,0.926
Batch1,DIV3,Control,85.478,0.844,1.784,0.56,0.954
Batch1,DIV3,Control,69.624,0.977,1.136,0.881,0.918
Batch1,DIV3,Control,95.819,0.598,3.026,0.33,0.871
Batch1,DIV3,Control,37.914,1,1.038,0.963,0.94
Batch1,DIV3,Control,68.245,0.927,1.151,0.869,0.912
Batch1,DIV3,Control,73.76,0.971,1.213,0.825,0.934
Batch1,DIV3,Control,80.653,0.944,1.534,0.652,0.929
Batch1,DIV3,Control,74.449,0.91,1.6,0.625,0.923
Batch1,DIV3,Control,82.721,0.888,1.136,0.88,0.913
Batch1,DIV3,Control,88.925,0.765,1.845,0.542,0.893
Batch1,DIV3,Control,78.585,0.96,1.158,0.863,0.931
Batch1,DIV3,Control,83.41,0.837,1.695,0.59,0.917
Batch1,DIV3,Control,79.274,0.901,1.556,0.643,0.92
Batch1,DIV3,Control,66.177,0.973,1.222,0.818,0.937
Batch1,DIV3,Control,129.596,0.795,1.826,0.548,0.908
Batch1,DIV3,Control,99.955,0.589,3.123,0.32,0.822
Batch1,DIV3,Control,90.993,0.913,1.594,0.627,0.946
Batch1,DIV3,Control,87.546,0.805,2.008,0.498,0.898
Batch1,DIV3,Control,122.703,0.746,1.958,0.511,0.868
Batch1,DIV3,Control,64.109,0.888,1.271,0.787,0.886
Batch1,DIV3,Control,94.44,0.812,1.214,0.823,0.916
Batch1,DIV3,Control,79.274,0.808,1.886,0.53,0.895
Batch1,DIV3,Control,77.896,0.886,1.374,0.728,0.897
Batch1,DIV3,Control,73.07,0.762,2.237,0.447,0.902
Batch1,DIV3,Control,80.653,0.832,1.686,0.593,0.907
Batch1,DIV3,Control,75.828,0.955,1.243,0.805,0.924
Batch1,DIV3,Control,100.644,0.753,2.103,0.476,0.89
Batch1,DIV3,Control,139.247,0.836,1.542,0.648,0.916
Batch1,DIV3,Control,85.478,0.786,1.502,0.666,0.873
Batch1,DIV3,Control,75.828,0.752,2.013,0.497,0.887
Batch1,DIV3,Control,96.508,0.878,1.27,0.787,0.892
Batch1,DIV3,Control,68.934,0.868,1.644,0.608,0.913
Batch1,DIV3,Control,81.342,0.764,1.527,0.655,0.871
Batch1,DIV3,Control,88.236,0.79,2.003,0.499,0.905
Batch1,DIV3,Control,95.819,0.707,1.816,0.551,0.883
Batch1,DIV3,Control,80.653,0.944,1.274,0.785,0.921
Batch1,DIV3,Control,87.546,0.801,1.98,0.505,0.92
Batch1,DIV3,Control,111.673,0.693,2.494,0.401,0.885
Batch1,DIV3,Control,67.556,0.878,1.497,0.668,0.907
Batch1,DIV3,Control,86.857,0.731,2.383,0.42,0.89
Batch1,DIV3,Control,87.546,0.929,1.456,0.687,0.927
Batch1,DIV3,Control,75.828,0.955,1.154,0.866,0.921
Batch1,DIV3,Control,28.263,0.997,1.098,0.911,0.921
Batch1,DIV3,Control,88.925,0.713,2.323,0.43,0.893
Batch1,DIV3,Control,61.351,0.834,1.918,0.521,0.899
Batch1,DIV3,Control,73.07,0.949,1.394,0.717,0.926
Batch1,DIV3,Control,81.342,0.994,1.177,0.849,0.944
Batch1,DIV3,Control,81.342,0.898,1.384,0.723,0.925
Batch1,DIV3,Control,75.138,0.918,1.344,0.744,0.916
Batch1,DIV3,Control,74.449,0.689,2.293,0.436,0.927
Batch1,DIV3,Control,88.236,0.82,1.575,0.635,0.892
Batch1,DIV3,Control,33.778,1,1.043,0.959,0.899
Batch1,DIV3,Control,83.41,0.85,1.406,0.711,0.903
Batch1,DIV3,Control,49.633,0.837,1.3,0.769,0.857
Batch1,DIV3,Control,39.292,0.943,1.341,0.746,0.919
Batch1,DIV3,Control,77.206,0.904,1.637,0.611,0.914
Batch1,DIV3,Control,94.44,0.592,3.199,0.313,0.825
Batch1,DIV3,Control,71.002,0.906,1.201,0.833,0.916
Batch1,DIV3,Control,69.624,0.929,1.469,0.681,0.948
Batch1,DIV3,Control,77.206,0.893,1.382,0.724,0.9
Batch1,DIV3,Control,82.721,0.941,1.28,0.781,0.927
Batch1,DIV3,Control,69.624,0.946,1.292,0.774,0.935
Batch1,DIV3,Control,100.644,0.888,1.419,0.705,0.927
Batch1,DIV3,Control,88.236,0.759,2.167,0.462,0.921
Batch1,DIV3,Control,88.236,0.925,1.082,0.924,0.901
Batch1,DIV3,Control,80.653,0.856,1.602,0.624,0.911
Batch1,DIV3,Control,74.449,0.938,1.275,0.784,0.919
Batch1,DIV3,Control,75.138,0.918,1.435,0.697,0.92
Batch1,DIV3,Control,57.215,0.853,1.559,0.641,0.917
Batch1,DIV3,Control,66.866,0.909,1.633,0.612,0.928
Batch1,DIV3,Control,82.032,0.732,2.03,0.493,0.905
Batch1,DIV3,Control,101.333,0.661,2.56,0.391,0.907
Batch1,DIV3,Control,27.574,1,1.303,0.767,0.93
Batch1,DIV3,Control,88.925,0.805,1.747,0.572,0.915
Batch1,DIV3,Control,73.07,0.882,1.851,0.54,0.926
Batch1,DIV3,Control,79.274,0.718,2.339,0.428,0.909
Batch1,DIV3,Control,57.905,0.678,2.187,0.457,0.84
Batch1,DIV3,Control,62.041,0.943,1.379,0.725,0.918
Batch1,DIV3,Control,117.877,0.796,1.603,0.624,0.875
Batch1,DIV3,Control,69.624,0.792,1.744,0.573,0.878
Batch1,DIV3,Control,62.73,0.922,1.421,0.704,0.924
Batch1,DIV3,Control,61.351,0.902,1.399,0.715,0.908
Batch1,DIV3,Control,66.177,0.752,2.119,0.472,0.889
Batch1,DIV3,Control,62.041,0.843,1.698,0.589,0.905
Batch1,DIV3,Control,57.215,0.87,1.536,0.651,0.907
Batch1,DIV3,Control,63.419,0.964,1.173,0.852,0.911
Batch1,DIV3,Control,64.109,0.871,1.652,0.605,0.907
Batch1,DIV3,Control,35.156,0.921,1.068,0.937,0.872
Batch1,DIV3,Control,75.828,0.828,1.687,0.593,0.88
Batch1,DIV3,Control,55.837,0.936,1.28,0.781,0.942
Batch1,DIV3,Control,62.73,0.826,1.805,0.554,0.888
Batch1,DIV3,Control,39.292,0.927,1.144,0.874,0.884
Batch1,DIV3,Control,56.526,0.859,1.597,0.626,0.891
Batch1,DIV3,Control,54.458,0.601,2.872,0.348,0.845
Batch1,DIV3,Control,66.866,0.853,1.82,0.549,0.933
Batch1,DIV3,Control,72.381,0.848,1.712,0.584,0.909
Batch1,DIV3,Control,62.041,0.792,2.116,0.473,0.9
Batch1,DIV3,Control,72.381,0.768,1.6,0.625,0.857
Batch1,DIV3,Control,31.02,1,1.07,0.935,0.909
Batch1,DIV3,Control,79.274,0.865,1.442,0.694,0.895
Batch1,DIV3,Control,73.07,0.92,1.388,0.721,0.914
Batch1,DIV3,Control,65.487,0.754,2.083,0.48,0.896
Batch1,DIV3,Control,124.771,0.782,1.208,0.828,0.86
Batch1,DIV3,Control,64.109,0.93,1.358,0.736,0.916
Batch1,DIV3,Control,130.286,0.688,1.826,0.548,0.849
Batch1,DIV3,Control,135.8,0.768,1.736,0.576,0.887
Batch1,DIV3,Control,84.789,0.91,1.204,0.831,0.925
Batch1,DIV3,Control,76.517,0.821,1.72,0.581,0.906
Batch1,DIV3,Control,71.692,0.85,1.753,0.571,0.912
Batch1,DIV3,Control,66.866,0.817,1.691,0.591,0.894
Batch1,DIV3,Control,71.002,0.906,1.443,0.693,0.928
Batch1,DIV3,Control,73.76,0.929,1.161,0.861,0.915
Batch1,DIV3,Control,84.1,0.803,2.017,0.496,0.904
Batch1,DIV3,Control,75.828,0.837,1.686,0.593,0.917
Batch1,DIV3,Control,75.138,0.666,2.088,0.479,0.858
Batch1,DIV3,Control,68.934,0.937,1.337,0.748,0.917
Batch1,DIV3,Control,82.721,0.903,1.514,0.66,0.913
Batch1,DIV3,Control,80.653,0.88,1.638,0.611,0.921
Batch1,DIV3,Control,64.798,0.953,1.49,0.671,0.935
Batch1,DIV3,Control,83.41,0.86,1.662,0.602,0.913
Batch1,DIV3,Control,71.002,0.732,2.01,0.498,0.873
Batch1,DIV3,Control,85.478,0.803,1.812,0.552,0.895
Batch1,DIV3,Control,87.546,0.855,1.094,0.914,0.907
Batch1,DIV3,Control,79.274,0.928,1.124,0.89,0.909
Batch1,DIV3,Control,70.313,0.914,1.449,0.69,0.907
Batch1,DIV3,Control,93.061,0.898,1.315,0.76,0.912
Batch1,DIV3,Control,82.032,0.735,2.108,0.474,0.878
Batch1,DIV3,Control,72.381,0.759,2.059,0.486,0.89
Batch1,DIV3,Control,61.351,0.873,1.58,0.633,0.918
Batch1,DIV3,Control,75.138,0.745,2.237,0.447,0.872
Batch1,DIV3,Control,82.032,0.698,2.222,0.45,0.865
Batch1,DIV3,Control,104.78,0.766,2.131,0.469,0.869
Batch1,DIV3,Control,79.274,0.969,1.203,0.831,0.931
Batch1,DIV3,Control,75.828,0.938,1.132,0.884,0.94
Batch1,DIV3,Control,86.857,0.838,1.677,0.596,0.89
Batch1,DIV3,Control,88.236,0.852,1.771,0.565,0.921
Batch1,DIV3,Control,66.177,0.96,1.274,0.785,0.91
Batch1,DIV3,Control,86.857,0.906,1.237,0.808,0.93
Batch1,DIV3,Control,73.07,0.893,1.282,0.78,0.898
Batch1,DIV3,Control,76.517,0.747,2.414,0.414,0.917
Batch1,DIV3,Control,88.236,0.787,2.251,0.444,0.948
Batch1,DIV3,Control,104.78,0.61,2.828,0.354,0.869
Batch1,DIV3,Control,69.624,0.851,1.685,0.593,0.922
Batch1,DIV3,Control,68.245,0.776,1.765,0.566,0.88
Batch1,DIV3,Control,135.8,0.586,1.958,0.511,0.801
