EXP_ID,Stage,Condition,Area,Circ.,AR,Round,Solidity
Batch3,DIV7,Control,55.837,0.909,1.397,0.716,0.885
Batch3,DIV7,Control,55.147,0.911,1.309,0.764,0.889
Batch3,DIV7,Control,53.079,0.909,1.133,0.882,0.885
Batch3,DIV7,Control,57.215,0.946,1.31,0.763,0.912
Batch3,DIV7,Control,61.351,0.834,1.8,0.556,0.881
Batch3,DIV7,Control,57.905,0.957,1.248,0.802,0.923
Batch3,DIV7,Control,56.526,0.934,1.252,0.799,0.911
Batch3,DIV7,Control,59.283,0.946,1.376,0.727,0.925
Batch3,DIV7,Control,59.973,0.894,1.544,0.648,0.941
Batch3,DIV7,Control,61.351,0.979,1.29,0.775,0.927
Batch3,DIV7,Control,64.798,0.985,1.021,0.98,0.922
Batch3,DIV7,Control,62.73,0.935,1.24,0.806,0.933
Batch3,DIV7,Control,66.866,0.909,1.271,0.787,0.911
Batch3,DIV7,Control,63.419,0.932,1.388,0.72,0.92
Batch3,DIV7,Control,68.934,0.896,1.194,0.838,0.885
Batch3,DIV7,Control,67.556,0.93,1.438,0.696,0.933
Batch3,DIV7,Control,65.487,0.65,2.674,0.374,0.823
Batch3,DIV7,Control,67.556,0.825,1.601,0.625,0.891
Batch3,DIV7,Control,69.624,0.792,1.538,0.65,0.871
Batch3,DIV7,Control,79.964,0.936,1.109,0.901,0.917
Batch3,DIV7,Control,68.245,0.871,1.695,0.59,0.921
Batch3,DIV7,Control,68.245,0.927,1.153,0.868,0.908
Batch3,DIV7,Control,26.195,0.974,1.283,0.779,0.905
Batch3,DIV7,Control,44.118,0.921,1.217,0.822,0.928
Batch3,DIV7,Control,68.934,0.937,1.539,0.65,0.926
Batch3,DIV7,Control,66.866,0.842,1.695,0.59,0.898
Batch3,DIV7,Control,68.934,0.937,1.431,0.699,0.93
Batch3,DIV7,Control,69.624,0.934,1.192,0.839,0.898
Batch3,DIV7,Control,62.73,0.864,1.617,0.618,0.915
Batch3,DIV7,Control,65.487,0.976,1.091,0.917,0.95
Batch3,DIV7,Control,68.245,0.86,1.373,0.728,0.9
Batch3,DIV7,Control,68.245,0.971,1.249,0.801,0.943
Batch3,DIV7,Control,65.487,0.944,1.377,0.726,0.955
Batch3,DIV7,Control,58.594,0.861,1.132,0.883,0.89
Batch3,DIV7,Control,71.002,0.935,1.219,0.82,0.924
Batch3,DIV7,Control,48.943,0.93,1.407,0.711,0.922
Batch3,DIV7,Control,72.381,0.941,1.322,0.756,0.921
Batch3,DIV7,Control,68.934,0.807,1.721,0.581,0.893
Batch3,DIV7,Control,68.934,0.896,1.467,0.682,0.909
Batch3,DIV7,Control,64.109,0.86,1.585,0.631,0.894
Batch3,DIV7,Control,69.624,0.946,1.116,0.896,0.922
Batch3,DIV7,Control,77.896,0.901,1.654,0.605,0.922
Batch3,DIV7,Control,73.07,0.705,2.364,0.423,0.872
Batch3,DIV7,Control,137.868,0.78,1.481,0.675,0.86
Batch3,DIV7,Control,76.517,0.896,1.261,0.793,0.899
Batch3,DIV7,Control,68.934,0.967,1.207,0.829,0.926
Batch3,DIV7,Control,72.381,0.848,1.327,0.754,0.882
Batch3,DIV7,Control,32.399,0.947,1.462,0.684,0.895
Batch3,DIV7,Control,65.487,0.878,1.462,0.684,0.888
Batch3,DIV7,Control,75.138,0.745,1.778,0.563,0.832
Batch3,DIV7,Control,63.419,0.932,1.218,0.821,0.911
Batch3,DIV7,Control,85.478,0.907,1.384,0.723,0.915
Batch3,DIV7,Control,64.109,0.871,1.666,0.6,0.907
Batch3,DIV7,Control,79.964,0.772,1.917,0.522,0.889
Batch3,DIV7,Control,64.109,0.975,1.239,0.807,0.93
Batch3,DIV7,Control,77.896,0.875,1.454,0.688,0.9
Batch3,DIV7,Control,73.07,0.949,1.175,0.851,0.914
Batch3,DIV7,Control,70.313,0.987,1.154,0.866,0.923
Batch3,DIV7,Control,47.565,0.976,1.343,0.745,0.926
Batch3,DIV7,Control,66.866,0.951,1.234,0.81,0.924
Batch3,DIV7,Control,55.147,0.944,1.446,0.691,0.909
Batch3,DIV7,Control,55.147,0.838,1.094,0.914,0.838
Batch3,DIV7,Control,67.556,0.961,1.156,0.865,0.929
Batch3,DIV7,Control,79.274,0.956,1.288,0.776,0.916
Batch3,DIV7,Control,69.624,0.946,1.174,0.852,0.914
Batch3,DIV7,Control,68.934,0.949,1.253,0.798,0.939
Batch3,DIV7,Control,31.02,0.907,1.654,0.605,0.909
Batch3,DIV7,Control,71.002,0.935,1.168,0.856,0.916
Batch3,DIV7,Control,68.934,0.981,1.221,0.819,0.935
Batch3,DIV7,Control,70.313,0.943,1.129,0.886,0.907
Batch3,DIV7,Control,63.419,0.92,1.41,0.709,0.906
Batch3,DIV7,Control,59.973,0.699,2.019,0.495,0.883
Batch3,DIV7,Control,84.789,0.91,1.499,0.667,0.939
Batch3,DIV7,Control,79.274,0.891,1.487,0.672,0.902
Batch3,DIV7,Control,69.624,0.877,1.52,0.658,0.906
Batch3,DIV7,Control,70.313,0.859,1.29,0.775,0.903
Batch3,DIV7,Control,76.517,0.935,1.32,0.758,0.921
Batch3,DIV7,Control,65.487,0.907,1.346,0.743,0.888
Batch3,DIV7,Control,75.138,0.88,1.318,0.758,0.901
Batch3,DIV7,Control,56.526,0.934,1.145,0.873,0.906
Batch3,DIV7,Control,66.177,0.973,1.165,0.858,0.923
Batch3,DIV7,Control,68.934,0.868,1.455,0.687,0.897
Batch3,DIV7,Control,52.39,0.98,1.136,0.88,0.905
Batch3,DIV7,Control,55.837,0.878,1.419,0.705,0.866
Batch3,DIV7,Control,71.002,0.906,1.442,0.693,0.928
Batch3,DIV7,Control,61.351,0.965,1.277,0.783,0.913
Batch3,DIV7,Control,49.633,0.876,1.429,0.7,0.935
Batch3,DIV7,Control,34.467,0.848,1.752,0.571,0.855
Batch3,DIV7,Control,36.535,0.975,1.096,0.913,0.922
Batch3,DIV7,Control,57.905,0.851,1.715,0.583,0.913
Batch3,DIV7,Control,53.079,0.957,1.182,0.846,0.917
Batch3,DIV7,Control,26.195,0.974,1.392,0.719,0.916
Batch3,DIV7,Control,31.02,0.925,1.662,0.602,0.947
Batch3,DIV7,Control,63.419,0.89,1.627,0.615,0.911
Batch3,DIV7,Control,62.73,0.88,1.225,0.816,0.879
Batch3,DIV7,Control,64.109,1,1.156,0.865,0.925
Batch3,DIV7,Control,64.109,0.943,1.093,0.915,0.907
Batch3,DIV7,Control,29.642,0.884,1.287,0.777,0.887
Batch3,DIV7,Control,68.245,0.86,1.751,0.571,0.9
Batch3,DIV7,Control,70.313,0.955,1.227,0.815,0.927
Batch3,DIV7,Control,69.624,0.851,1.64,0.61,0.898
Batch3,DIV7,Control,55.147,0.939,1.429,0.7,0.97
Batch3,DIV7,Control,66.177,0.941,1.39,0.719,0.932
Batch3,DIV7,Control,63.419,0.932,1.15,0.869,0.925
Batch3,DIV7,Control,61.351,0.718,2.031,0.492,0.848
Batch3,DIV7,Control,68.245,0.958,1.268,0.789,0.917
Batch3,DIV7,Control,62.73,0.852,1.686,0.593,0.897
Batch3,DIV7,Control,78.585,0.948,1.168,0.856,0.912
Batch3,DIV7,Control,66.177,0.887,1.31,0.763,0.889
Batch3,DIV7,Control,81.342,0.888,1.491,0.67,0.904
Batch3,DIV7,Control,82.032,0.99,1.147,0.872,0.926
Batch3,DIV7,Control,70.313,0.938,1.214,0.824,0.944
Batch3,DIV7,Control,78.585,0.779,1.62,0.617,0.851
Batch3,DIV7,Control,70.313,0.926,1.313,0.762,0.919
Batch3,DIV7,Control,71.692,0.944,1.343,0.744,0.929
Batch3,DIV7,Control,79.964,0.909,1.214,0.823,0.913
Batch3,DIV7,Control,49.633,0.965,1.176,0.85,0.894
Batch3,DIV7,Control,79.274,0.928,1.325,0.755,0.924
Batch3,DIV7,Control,87.546,0.929,1.408,0.71,0.927
Batch3,DIV7,Control,77.896,0.912,1.245,0.803,0.908
Batch3,DIV7,Control,68.245,0.809,1.263,0.791,0.888
Batch3,DIV7,Control,82.032,0.961,1.251,0.799,0.922
Batch3,DIV7,Control,75.138,0.907,1.551,0.645,0.916
Batch3,DIV7,Control,83.41,0.921,1.597,0.626,0.927
Batch3,DIV7,Control,78.585,0.904,1.159,0.863,0.927
Batch3,DIV7,Control,86.168,0.674,2.105,0.475,0.82
Batch3,DIV7,Control,70.313,0.914,1.123,0.891,0.907
Batch3,DIV7,Control,77.896,0.886,1.553,0.644,0.922
Batch3,DIV7,Control,79.274,0.912,1.273,0.785,0.924
Batch3,DIV7,Control,78.585,0.82,1.838,0.544,0.919
Batch3,DIV7,Control,71.692,0.626,2.9,0.345,0.839
Batch3,DIV7,Control,79.964,0.883,1.512,0.661,0.917
Batch3,DIV7,Control,75.138,0.88,1.238,0.808,0.905
Batch3,DIV7,Control,78.585,0.99,1.187,0.842,0.934
Batch3,DIV7,Control,81.342,0.964,1.153,0.867,0.94
Batch3,DIV7,Control,91.682,0.885,1.292,0.774,0.908
Batch3,DIV7,Control,80.653,0.956,1.203,0.831,0.94
Batch3,DIV7,Control,31.71,0.945,1.387,0.721,0.929
Batch3,DIV7,Control,84.1,0.929,1.232,0.812,0.924
Batch3,DIV7,Control,77.896,0.923,1.446,0.692,0.942
Batch3,DIV7,Control,78.585,0.904,1.345,0.744,0.931
Batch3,DIV7,Control,90.993,0.855,1.422,0.703,0.92
Batch3,DIV7,Control,75.828,0.899,1.154,0.866,0.913
Batch3,DIV7,Control,71.692,0.903,1.257,0.796,0.908
Batch3,DIV7,Control,74.449,0.861,1.717,0.582,0.908
Batch3,DIV7,Control,84.1,0.882,1.231,0.812,0.9
Batch3,DIV7,Control,81.342,0.898,1.377,0.726,0.911
Batch3,DIV7,Control,76.517,0.835,1.339,0.747,0.881
Batch3,DIV7,Control,74.449,0.857,1.551,0.645,0.919
Batch3,DIV7,Control,71.692,0.876,1.126,0.888,0.893
Batch3,DIV7,Control,89.614,0.951,1.298,0.77,0.939
Batch3,DIV7,Control,69.624,0.851,1.257,0.796,0.886
Batch3,DIV7,Control,81.342,0.925,1.452,0.689,0.922
Batch3,DIV7,Control,83.41,0.885,1.504,0.665,0.927
Batch3,DIV7,Control,73.07,0.866,1.711,0.584,0.922
Batch3,DIV7,Control,66.866,0.88,1.494,0.669,0.919
Batch3,DIV7,Control,59.973,0.991,1.209,0.827,0.921
Batch3,DIV7,Control,82.721,0.863,1.336,0.748,0.92
Batch3,DIV7,Control,76.517,0.87,1.402,0.713,0.888
Batch3,DIV7,Control,45.497,0.988,1.029,0.972,0.923
Batch3,DIV7,Control,81.342,0.953,1.13,0.885,0.915
Batch3,DIV7,Control,79.964,0.936,1.359,0.736,0.921
Batch3,DIV7,Control,44.807,0.957,1.532,0.653,0.915
Batch3,DIV7,Control,84.1,0.83,1.209,0.827,0.942
Batch3,DIV7,Control,72.381,0.907,1.241,0.806,0.963
Batch3,DIV7,Control,46.186,0.987,1.207,0.829,0.899
Batch3,DIV7,Control,28.263,0.604,2.655,0.377,0.752
Batch3,DIV7,Control,90.304,0.788,1.571,0.636,0.868
Batch3,DIV7,Control,42.739,0.831,1.775,0.563,0.855
Batch3,DIV7,Control,43.429,0.844,1.651,0.606,0.875
Batch3,DIV7,Control,51.011,0.776,1.851,0.54,0.831
Batch3,DIV7,Control,94.44,0.721,1.909,0.524,0.846
Batch3,DIV7,Control,52.39,0.944,1.111,0.9,0.899
Batch3,DIV7,Control,50.322,0.907,1.279,0.782,0.896
Batch3,DIV7,Control,53.769,0.889,1.211,0.826,0.881
Batch3,DIV7,Control,53.079,0.909,1.549,0.645,0.89
Batch3,DIV7,Control,34.467,1,1.056,0.947,0.909
Batch3,DIV7,Control,52.39,0.944,1.395,0.717,0.91
Batch3,DIV7,Control,59.283,0.98,1.195,0.837,0.92
Batch3,DIV7,Control,51.701,0.967,1.038,0.963,0.898
Batch3,DIV7,Control,53.769,0.969,1.146,0.873,0.912
Batch3,DIV7,Control,60.662,0.851,1.73,0.578,0.889
Batch3,DIV7,Control,113.741,0.82,1.815,0.551,0.899
Batch3,DIV7,Control,57.905,0.924,1.355,0.738,0.913
Batch3,DIV7,Control,57.905,0.957,1.381,0.724,0.928
Batch3,DIV7,Control,52.39,0.866,1.362,0.734,0.899
Batch3,DIV7,Control,62.041,0.943,1.27,0.787,0.909
Batch3,DIV7,Control,57.215,0.721,1.882,0.531,0.818
Batch3,DIV7,Control,46.875,0.926,1.318,0.759,0.895
Batch3,DIV7,Control,66.177,0.86,1.18,0.847,0.865
Batch3,DIV7,Control,59.283,1,1.076,0.929,0.925
Batch3,DIV7,Control,41.361,0.849,1.476,0.677,0.845
Batch3,DIV7,Control,52.39,0.98,1.288,0.776,0.916
Batch3,DIV7,Control,53.079,0.957,1.22,0.82,0.922
Batch3,DIV7,Control,66.866,0.869,1.158,0.864,0.882
Batch3,DIV7,Control,31.02,0.925,1.288,0.776,0.9
Batch3,DIV7,Control,68.934,0.896,1.604,0.624,0.909
Batch3,DIV7,Control,51.011,0.874,1.707,0.586,0.908
Batch3,DIV7,Control,142.694,0.768,1.984,0.504,0.888
Batch3,DIV7,Control,70.313,0.875,1.418,0.705,0.887
Batch3,DIV7,Control,69.624,0.977,1.233,0.811,0.918
Batch3,DIV7,Control,108.916,0.68,2.339,0.428,0.871
Batch3,DIV7,Control,59.283,0.884,1.323,0.756,0.905
Batch3,DIV7,Control,60.662,0.935,1.248,0.801,0.926
Batch3,DIV7,Control,69.624,0.917,1.269,0.788,0.914
Batch3,DIV7,Control,65.487,0.944,1.103,0.906,0.945
Batch3,DIV7,Control,73.07,0.92,1.382,0.723,0.914
Batch3,DIV7,Control,68.934,0.907,1.475,0.678,0.922
Batch3,DIV7,Control,76.517,0.881,1.064,0.939,0.902
Batch3,DIV7,Control,57.905,0.787,1.644,0.608,0.875
Batch3,DIV7,Control,71.002,0.965,1.033,0.968,0.924
Batch3,DIV7,Control,86.168,0.952,1.206,0.829,0.943
Batch3,DIV7,Control,62.041,0.912,1.261,0.793,0.905
Batch3,DIV7,Control,69.624,0.905,1.635,0.612,0.914
Batch3,DIV7,Control,64.109,0.9,1.169,0.856,0.89
Batch3,DIV7,Control,64.798,0.94,1.43,0.699,0.913
Batch3,DIV7,Control,71.692,0.932,1.194,0.838,0.912
Batch3,DIV7,Control,64.798,0.909,1.184,0.845,0.895
Batch3,DIV7,Control,139.247,0.804,1.852,0.54,0.892
Batch3,DIV7,Control,76.517,0.812,1.563,0.64,0.871
Batch3,DIV7,Control,68.245,0.958,1.345,0.744,0.917
Batch3,DIV7,Control,71.692,0.987,1.198,0.835,0.954
Batch3,DIV7,Control,70.313,0.968,1.203,0.831,0.944
Batch3,DIV7,Control,71.002,0.935,1.244,0.804,0.928
Batch3,DIV7,Control,79.274,0.818,1.735,0.576,0.885
Batch3,DIV7,Control,67.556,0.961,1.321,0.757,0.942
Batch3,DIV7,Control,69.624,0.946,1.311,0.763,0.927
Batch3,DIV7,Control,68.245,0.971,1.212,0.825,0.943
Batch3,DIV7,Control,73.76,0.929,1.154,0.867,0.911
Batch3,DIV7,Control,73.76,0.971,1.079,0.927,0.934
Batch3,DIV7,Control,125.46,0.867,1.254,0.797,0.888
Batch3,DIV7,Control,75.138,0.946,1.28,0.782,0.928
Batch3,DIV7,Control,130.286,0.643,2.297,0.435,0.834
Batch3,DIV7,Control,68.245,0.849,2.011,0.497,0.908
Batch3,DIV7,Control,68.934,0.981,1.129,0.886,0.939
Batch3,DIV7,Control,75.828,0.926,1.323,0.756,0.921
Batch3,DIV7,Control,74.449,0.898,1.308,0.765,0.893
Batch3,DIV7,Control,70.313,0.943,1.28,0.781,0.907
Batch3,DIV7,Control,70.313,0.926,1.123,0.891,0.919
Batch3,DIV7,Control,41.361,0.976,1.105,0.905,0.889
Batch3,DIV7,Control,73.07,0.893,1.064,0.94,0.914
Batch3,DIV7,Control,77.896,0.86,1.456,0.687,0.904
Batch3,DIV7,Control,42.739,0.913,1.435,0.697,0.879
Batch3,DIV7,Control,77.206,0.867,1.516,0.66,0.885
Batch3,DIV7,Control,69.624,0.917,1.316,0.76,0.914
Batch3,DIV7,Control,66.177,0.941,1.385,0.722,0.932
Batch3,DIV7,Control,73.07,0.645,2.243,0.446,0.815
Batch3,DIV7,Control,59.283,0.98,1.107,0.903,0.925
Batch3,DIV7,Control,68.245,0.927,1.248,0.802,0.912
Batch3,DIV7,Control,65.487,0.963,1.23,0.813,0.922
Batch3,DIV7,Control,43.429,0.858,1.13,0.885,0.875
Batch3,DIV7,Control,91.682,0.809,1.629,0.614,0.887
Batch3,DIV7,Control,66.177,0.941,1.148,0.871,0.919
Batch3,DIV7,Control,53.769,0.858,1.577,0.634,0.891
Batch3,DIV7,Control,46.186,0.898,1.314,0.761,0.882
Batch3,DIV7,Control,90.993,0.811,1.546,0.647,0.898
Batch3,DIV7,Control,77.206,0.692,1.894,0.528,0.797
Batch3,DIV7,Control,72.381,0.953,1.408,0.71,0.925
Batch3,DIV7,Control,73.76,0.971,1.139,0.878,0.93
Batch3,DIV7,Control,144.072,0.85,1.226,0.815,0.887
Batch3,DIV7,Control,69.624,1,1.102,0.907,0.931
Batch3,DIV7,Control,82.032,0.895,1.212,0.825,0.902
Batch3,DIV7,Control,62.73,0.864,1.478,0.676,0.933
Batch3,DIV7,Control,32.399,0.887,1.548,0.646,0.832
Batch3,DIV7,Control,59.283,0.914,1.141,0.876,0.92
Batch3,DIV7,Control,72.381,0.941,1.141,0.876,0.905
Batch3,DIV7,Control,84.1,0.956,1.142,0.875,0.921
Batch3,DIV7,Control,79.964,0.873,1.412,0.708,0.879
Batch3,DIV7,Control,69.624,0.946,1.175,0.851,0.918
Batch3,DIV7,Control,50.322,0.716,2.146,0.466,0.825
Batch3,DIV7,Control,64.798,0.909,1.067,0.937,0.9
Batch3,DIV7,Control,67.556,0.948,1.076,0.93,0.916
Batch1,DIV3,DZA,50.322,0.942,1.644,0.608,0.918
Batch1,DIV3,DZA,55.147,0.749,2.322,0.431,0.879
Batch1,DIV3,DZA,59.283,0.946,1.358,0.737,0.925
Batch1,DIV3,DZA,35.156,0.981,1.107,0.904,0.911
Batch1,DIV3,DZA,130.975,0.611,1.816,0.551,0.828
Batch1,DIV3,DZA,46.875,0.871,1.623,0.616,0.958
Batch1,DIV3,DZA,50.322,0.972,1.063,0.941,0.961
Batch1,DIV3,DZA,62.041,0.93,1.719,0.582,0.918
Batch1,DIV3,DZA,56.526,0.983,1.211,0.826,0.937
Batch1,DIV3,DZA,48.943,0.644,1.277,0.783,0.755
Batch1,DIV3,DZA,71.692,0.974,1.144,0.874,0.92
Batch1,DIV3,DZA,74.449,0.98,1.369,0.73,0.947
Batch1,DIV3,DZA,39.292,0.967,1.276,0.784,0.884
Batch1,DIV3,DZA,77.206,0.867,1.757,0.569,0.914
Batch1,DIV3,DZA,77.206,0.878,1.612,0.62,0.922
Batch1,DIV3,DZA,128.218,0.803,1.373,0.728,0.894
Batch1,DIV3,DZA,39.982,0.96,1.517,0.659,0.935
Batch1,DIV3,DZA,63.419,0.647,1.298,0.771,0.783
Batch1,DIV3,DZA,66.866,0.926,1.411,0.709,0.898
Batch1,DIV3,DZA,62.73,0.91,1.094,0.914,0.879
Batch1,DIV3,DZA,66.866,0.951,1.382,0.724,0.942
Batch1,DIV3,DZA,51.701,0.854,1.524,0.656,0.888
Batch1,DIV3,DZA,64.109,0.883,1.215,0.823,0.903
Batch1,DIV3,DZA,66.177,0.834,1.726,0.579,0.914
Batch1,DIV3,DZA,68.934,0.605,3.08,0.325,0.893
Batch1,DIV3,DZA,71.002,0.894,1.361,0.735,0.907
Batch1,DIV3,DZA,63.419,0.964,1.384,0.723,0.92
Batch1,DIV3,DZA,64.798,0.953,1.077,0.929,0.913
Batch1,DIV3,DZA,80.653,0.891,1.538,0.65,0.925
Batch1,DIV3,DZA,147.519,0.785,1.629,0.614,0.875
Batch1,DIV3,DZA,77.206,0.932,1.479,0.676,0.922
Batch1,DIV3,DZA,68.934,0.937,1.302,0.768,0.917
Batch1,DIV3,DZA,34.467,0.903,1.162,0.861,0.862
Batch1,DIV3,DZA,148.209,0.828,1.4,0.714,0.901
Batch1,DIV3,DZA,49.633,0.958,1.189,0.841,0.96
Batch1,DIV3,DZA,131.664,0.832,1.37,0.73,0.905
Batch1,DIV3,DZA,64.798,0.827,1.799,0.556,0.908
Batch1,DIV3,DZA,90.993,0.965,1.049,0.953,0.926
Batch1,DIV3,DZA,71.002,0.906,1.27,0.787,0.916
Batch1,DIV3,DZA,70.313,0.926,1.315,0.76,0.915
Batch1,DIV3,DZA,52.39,0.911,1.138,0.879,0.91
Batch1,DIV3,DZA,81.342,0.623,3.069,0.326,0.871
Batch1,DIV3,DZA,77.206,0.878,1.444,0.693,0.911
Batch1,DIV3,DZA,33.778,0.943,1.125,0.889,0.899
Batch1,DIV3,DZA,74.449,0.846,1.995,0.501,0.919
Batch1,DIV3,DZA,59.973,0.853,1.64,0.61,0.911
Batch1,DIV3,DZA,31.02,0.998,1.062,0.941,0.891
Batch1,DIV3,DZA,55.147,0.85,1.196,0.836,0.894
Batch1,DIV3,DZA,75.138,0.907,1.385,0.722,0.908
Batch1,DIV3,DZA,84.789,0.86,1.058,0.945,0.935
Batch1,DIV3,DZA,89.614,0.924,1.44,0.695,0.935
Batch1,DIV3,DZA,114.431,0.544,3.056,0.327,0.853
Batch1,DIV3,DZA,104.091,0.873,1.334,0.75,0.924
Batch1,DIV3,DZA,61.351,0.861,1.816,0.551,0.913
Batch1,DIV3,DZA,63.419,0.824,1.61,0.621,0.88
Batch1,DIV3,DZA,87.546,0.832,1.597,0.626,0.927
Batch1,DIV3,DZA,77.206,0.904,1.517,0.659,0.914
Batch1,DIV3,DZA,66.866,0.864,1.293,0.774,0.919
Batch1,DIV3,DZA,79.274,0.969,1.138,0.879,0.935
Batch1,DIV3,DZA,67.556,0.948,1.04,0.962,0.907
Batch1,DIV3,DZA,73.76,0.971,1.096,0.912,0.926
Batch1,DIV3,DZA,131.664,0.878,1.343,0.745,0.939
Batch1,DIV3,DZA,123.392,0.692,1.441,0.694,0.817
Batch1,DIV3,DZA,62.73,0.852,1.361,0.735,0.883
Batch1,DIV3,DZA,37.224,0.933,1.162,0.86,0.893
Batch1,DIV3,DZA,82.721,0.619,3.074,0.325,0.86
Batch1,DIV3,DZA,38.603,1,1.205,0.83,0.911
Batch1,DIV3,DZA,72.381,0.912,1.544,0.648,0.925
Batch1,DIV3,DZA,39.982,1,1.069,0.936,0.959
Batch1,DIV3,DZA,118.567,0.743,1.726,0.579,0.851
Batch1,DIV3,DZA,111.673,0.779,1.559,0.642,0.876
Batch1,DIV3,DZA,74.449,0.938,1.182,0.846,0.919
Batch1,DIV3,DZA,75.138,0.946,1.069,0.935,0.916
Batch1,DIV3,DZA,79.964,0.883,1.646,0.607,0.935
Batch1,DIV3,DZA,82.721,0.925,1.38,0.725,0.941
Batch1,DIV3,DZA,95.819,0.915,1.268,0.789,0.917
Batch1,DIV3,DZA,73.07,0.993,1.124,0.89,0.93
Batch1,DIV3,DZA,62.041,0.854,1.261,0.793,0.891
Batch1,DIV3,DZA,97.197,0.89,1.509,0.663,0.931
Batch1,DIV3,DZA,85.478,0.848,1.595,0.627,0.925
Batch1,DIV3,DZA,84.789,0.936,1.242,0.805,0.921
Batch1,DIV3,DZA,65.487,0.919,1.249,0.801,0.918
Batch1,DIV3,DZA,68.245,0.927,1.304,0.767,0.917
Batch1,DIV3,DZA,60.662,0.922,1.073,0.932,0.889
Batch1,DIV3,DZA,66.866,0.909,1.275,0.785,0.894
Batch1,DIV3,DZA,78.585,0.904,1.275,0.784,0.931
Batch1,DIV3,DZA,86.857,0.871,1.608,0.622,0.92
Batch1,DIV3,DZA,85.478,0.907,1.23,0.813,0.902
Batch1,DIV3,DZA,93.751,0.967,1.063,0.94,0.938
Batch1,DIV3,DZA,97.197,0.904,1.459,0.685,0.928
Batch1,DIV3,DZA,73.76,0.901,1.32,0.758,0.918
Batch1,DIV3,DZA,48.254,0.953,1.111,0.9,0.915
Batch1,DIV3,DZA,72.381,0.941,1.101,0.908,0.909
Batch1,DIV3,DZA,56.526,0.859,1.785,0.56,0.906
Batch1,DIV3,DZA,146.14,0.844,1.511,0.662,0.904
Batch1,DIV3,DZA,77.896,0.94,1.126,0.888,0.904
Batch1,DIV3,DZA,51.011,0.954,1.042,0.96,0.897
Batch1,DIV3,DZA,86.857,0.807,1.794,0.557,0.894
Batch1,DIV3,DZA,86.857,0.829,1.947,0.514,0.91
Batch1,DIV3,DZA,81.342,0.609,3.035,0.329,0.861
Batch1,DIV3,DZA,86.168,0.855,1.704,0.587,0.916
Batch1,DIV3,DZA,65.487,0.873,1.551,0.645,0.931
Batch1,DIV3,DZA,97.197,0.871,1.473,0.679,0.907
Batch1,DIV3,DZA,76.517,0.87,1.328,0.753,0.899
Batch1,DIV3,DZA,78.585,0.932,1.293,0.773,0.919
Batch1,DIV3,DZA,115.809,0.79,1.749,0.572,0.894
Batch1,DIV3,DZA,64.109,0.912,1.297,0.771,0.907
Batch1,DIV3,DZA,79.274,0.745,2.298,0.435,0.898
Batch1,DIV3,DZA,76.517,0.994,1.252,0.799,0.937
Batch1,DIV3,DZA,84.1,0.968,1.146,0.873,0.946
Batch1,DIV3,DZA,57.905,0.88,1.239,0.807,0.889
Batch1,DIV3,DZA,76.517,0.907,1.346,0.743,0.921
Batch1,DIV3,DZA,68.245,0.86,1.776,0.563,0.912
Batch1,DIV3,DZA,34.467,1,1.056,0.947,0.909
Batch1,DIV3,DZA,46.875,0.926,1.219,0.821,0.907
Batch1,DIV3,DZA,48.254,0.953,1.11,0.901,0.909
Batch1,DIV3,DZA,43.429,0.928,1.506,0.664,0.881
Batch1,DIV3,DZA,44.807,0.838,1.709,0.585,0.867
Batch1,DIV3,DZA,106.159,0.851,1.28,0.781,0.89
Batch1,DIV3,DZA,116.499,0.777,1.334,0.749,0.858
Batch1,DIV3,DZA,136.49,0.75,1.368,0.731,0.87
Batch1,DIV3,DZA,48.943,0.882,1.63,0.614,0.899
Batch1,DIV3,DZA,61.351,1,1.066,0.938,0.932
Batch1,DIV3,DZA,57.215,0.887,1.678,0.596,0.888
Batch1,DIV3,DZA,52.39,0.911,1.322,0.757,0.91
Batch1,DIV3,DZA,55.147,0.85,1.772,0.564,0.92
Batch1,DIV3,DZA,52.39,0.796,1.36,0.735,0.854
Batch1,DIV3,DZA,41.361,0.863,1.261,0.793,0.902
Batch1,DIV3,DZA,53.769,0.902,1.088,0.919,0.897
Batch1,DIV3,DZA,30.331,0.887,1.627,0.614,0.889
Batch1,DIV3,DZA,58.594,0.698,2.244,0.446,0.837
Batch1,DIV3,DZA,58.594,0.861,1.664,0.601,0.904
Batch1,DIV3,DZA,53.079,0.972,1.099,0.91,0.939
Batch1,DIV3,DZA,56.526,0.877,1.301,0.768,0.859
Batch1,DIV3,DZA,62.041,0.882,1.701,0.588,0.918
Batch1,DIV3,DZA,51.701,0.946,1.176,0.85,0.938
Batch1,DIV3,DZA,55.147,0.994,1.225,0.816,0.93
Batch1,DIV3,DZA,62.73,0.88,1.418,0.705,0.875
Batch1,DIV3,DZA,55.147,0.906,1.162,0.861,0.958
Batch1,DIV3,DZA,59.283,0.914,1.628,0.614,0.935
Batch1,DIV3,DZA,61.351,0.946,1.433,0.698,0.947
Batch1,DIV3,DZA,60.662,0.954,1.373,0.728,0.917
Batch1,DIV3,DZA,62.73,0.852,1.677,0.596,0.901
Batch1,DIV3,DZA,73.76,0.723,1.988,0.503,0.859
Batch1,DIV3,DZA,57.905,0.906,1.429,0.7,0.944
Batch1,DIV3,DZA,57.905,0.957,1.299,0.77,0.918
Batch1,DIV3,DZA,65.487,0.95,1.339,0.747,0.905
